Team,Player Name,Age,Nationality,Primary Role,IPL 2026 Salary (Cr),Overseas Status,Status,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Batting Aggression (1-99),Can they keep wickets?,Are they a part time wicketkeeper?,Core Batter,Finisher?,Captaincy,Opener?,Only Opener,hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,IPL Captain Desire,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary),T20 Games,T20 Batting Innings,T20 batting average,T20 runs,T20 strike rate,T20 bowling innings,T20 bowling average,T20 wickets,T20 WK Catches,T20 WK Stumpings,IPL games,IPL runs,IPL average,IPL strike rate,IPL bowling innings,IPL bowling average,IPL wickets
Punjab Kings,Harnoor Singh,23.00,India,Batter,0.3,Indian,Uncapped,NA,NA,LHB,71,81,0,0,3,75,No,No,Yes,No,45,Yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Punjab Kings,Harpreet Brar,30.00,India,Bowler (Spinner),1.5,Indian,Uncapped,Spinner,Left Handed Bowler,LHB,0,0,78,79,6,75,No,No,No,No,48,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (1.50 Cr),PBKS (1.50 Cr),PBKS (3.80 Cr),PBKS (3.80 Cr),PBKS (3.80 Cr),PBKS (20.00 L),KXIP (20.00 L),KXIP (20.00 L),--,--,--,--,--,--,--,--,--,--,--,51,27,20.75,249,120.88,48,30.95,37,--,--,51,249,20.75,120.88,48,30.95,37
Punjab Kings,Lockie Ferguson,35.00,New Zealand,Bowler (Pace),2,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,80,8,25,No,No,No,No,70,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (2.00 Cr),PBKS (2.00 Cr),RCB (2.00 Cr),KKR (10.00 Cr),GT (10.00 Cr),KKR (1.60 Cr),KKR (1.60 Cr),KKR (1.60 Cr),--,RPSG (50.00 L),--,--,--,--,--,--,--,--,--,105,28,11.99,110,128.21,105,23.63,128,--,--,52,72,24,153.2,52,32.13,52
Punjab Kings,Marco Jansen,26.00,South Africa,All-Rounder,7,Overseas,Capped,Pacer,Left Handed Bowler,LHB,73,77,85,88,8,75,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,PBKS (7.00 Cr),PBKS (7.00 Cr),SRH (4.20 Cr),SRH (4.20 Cr),SRH (4.20 Cr),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,78,46,15,460,131.85,77,33.52,78,--,--,48,192,12.8,110.35,47,36.27,45
Punjab Kings,Marcus Stoinis,36.00,Australia,All-Rounder,11,Overseas,Capped,Pacer,Right Handed Bowler,RHB,82,82,75,75,8,85,No,No,Yes,Yes,75,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,PBKS (11.00 Cr),PBKS (11.00 Cr),LSG (9.20 Cr),LSG (9.20 Cr),LSG (9.20 Cr),DC (4.80 Cr),DC (4.80 Cr),RCB (6.20 Cr),KXIP (6.20 Cr),KXIP (55.00 L),KXIP (55.00 L),DD (25.00 L),--,--,--,--,--,--,--,209,178,29.54,3658,147.03,132,29.13,99,--,--,122,2242,28.74,147.5,75,33.63,46
Punjab Kings,Mitchell Owen,24.00,Australia,All-Rounder,3,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,78,82,68,74,5,75,No,No,yes,No,40,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,PBKS (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,12,16.41,179,147.94,4,29.5,2,--,--,1,0,0,0,--,--,--
Punjab Kings,Musheer Khan,21.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Left Handed Bowler,LHB,73,84,72,82,4,75,No,No,yes,No,42,Yes,no,TRUE,TRUE,TRUE,TRUE,FALSE,,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,0,0,0,1,27,1,--,--,1,0,0,0,1,27,1
Punjab Kings,Nehal Wadhera,25.00,India,Batter,4.2,Indian,Uncapped,Spinner,Right Handed Bowler,LHB,78,84,75,77,6,78,No,No,Yes,No,65,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,PBKS (4.20 Cr),PBKS (4.20 Cr),MI (20.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,37,23.76,784,140,2,0,0,--,--,44,784,23.76,140,2,--,0
Punjab Kings,Prabhsimran Singh,25.00,India,Wicketkeeper-Batter,4,Indian,Uncapped,NA,NA,RHB,84,90,0,0,8,85,Yes,No,Yes,No,60,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,,PBKS (4.00 Cr),PBKS (4.00 Cr),PBKS (60.00 L),PBKS (60.00 L),PBKS (60.00 L),PBKS (55.00 L),KXIP (55.00 L),KXIP (4.80 Cr),--,--,--,--,--,--,--,--,--,--,--,65,64,28.81,1815,156.34,0,0,0,--,--,65,1815,28.81,156.34,--,--,--
Punjab Kings,Pravin Dubey,32.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,73,75,4,40,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (30.00 L),PBKS (30.00 L),DC (50.00 L),DC (50.00 L),DC (50.00 L),DC (20.00 L),--,--,--,RCB (10.00 L),RCB (35.00 L),--,--,--,--,--,--,--,--,5,2,23,23,69.7,5,55.5,2,--,--,5,23,23,69.7,5,55.5,2
Punjab Kings,Priyansh Arya,25.00,India,Batter,3.8,Indian,Uncapped,NA,NA,LHB,85,90,0,0,5,85,No,No,Yes,No,45,Yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (3.80 Cr),PBKS (3.80 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,30,27.97,839,192,0,0,0,--,--,30,839,27.97,192,--,--,--
Punjab Kings,Pyla Avinash,25.00,India,Batter,0.3,Indian,Uncapped,NA,Right Handed Bowler,RHB,68,77,0,0,3,75,No,No,Yes,No,45,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Punjab Kings,Shashank Singh,34.00,India,Batter,5.5,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,84,84,0,0,7,85,No,No,Yes,Yes,55,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,PBKS (5.50 Cr),PBKS (5.50 Cr),PBKS (20.00 L),--,SRH (20.00 L),--,RR (30.00 L),RR (30.00 L),--,DD (10.00 L),--,--,--,--,--,--,--,--,--,53,42,36.2,905,161.61,8,28,5,--,--,53,905,36.2,161.61,8,28,5
Punjab Kings,Shreyas Iyer,31.00,India,Batter,26.75,Indian,Capped,Spinner,Right Handed Bowler,RHB,86,88,60,60,9,80,No,No,Yes,No,88,No,no,FALSE,TRUE,TRUE,FALSE,FALSE,,PBKS (26.75 Cr),PBKS (26.75 Cr),KKR (12.25 Cr),KKR (12.25 Cr),KKR (12.25 Cr),DC (7.00 Cr),DC (7.00 Cr),DC (7.00 Cr),DD (7.00 Cr),DD (2.60 Cr),DD (2.60 Cr),DD (2.60 Cr),--,--,--,--,--,--,--,201,196,34.46,5451,136.72,2,0,0,--,--,146,4229,35.84,136.73,1,--,0
Punjab Kings,Suryansh Shedge,23.00,India,All-Rounder,0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,79,86,68,77,3,85,No,No,No,Yes,48,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,11,21.52,166,162.51,2,0,0,--,--,12,165,23.57,163.37,1,--,0
Punjab Kings,Vijaykumar Vyshak,29.00,India,Bowler (Pace),1.8,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,77,78,5,35,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (1.80 Cr),PBKS (1.80 Cr),RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,6,8,16,100,25,34.85,26,--,--,26,16,8,100,25,34.85,26
Punjab Kings,Vishal Nishad,21.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,65,78,3,25,No,No,No,No,38,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Punjab Kings,Vishnu Vinod,32.00,India,Wicketkeeper-Batter,0.95,Indian,Uncapped,NA,NA,RHB,73,74,0,0,4,85,Yes,No,Yes,No,48,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,PBKS (95.00 L),PBKS (95.00 L),MI (20.00 L),MI (20.00 L),SRH (50.00 L),DC (20.00 L),--,--,--,RCB (10.00 L),--,--,--,--,--,--,--,--,--,7,7,11.83,71,109.24,0,0,0,--,--,7,71,11.83,109.24,--,--,--
Punjab Kings,Xavier Bartlett,27.00,Australia,Bowler (Pace),0.8,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,84,7,35,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (80.00 L),PBKS (80.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,16,13.25,117,120.22,34,33.29,31,--,--,13,40,20,142.86,13,69.14,7
Punjab Kings,Yash Thakur,27.00,India,Bowler (Pace),1.6,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,76,81,5,30,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (1.60 Cr),PBKS (1.60 Cr),LSG (45.00 L),LSG (45.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,0,0,0,0,22,30.56,27,--,--,22,0,0,0,22,30.56,27
Punjab Kings,Yuzvendra Chahal,35.00,India,Bowler (Spinner),18,Indian,Capped,Spinner,Right Handed Bowler,RHB,0,0,85,85,9,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (18.00 Cr),PBKS (18.00 Cr),RR (6.50 Cr),RR (6.50 Cr),RR (6.50 Cr),RCB (6.00 Cr),RCB (6.00 Cr),RCB (6.00 Cr),RCB (6.00 Cr),RCB (10.00 L),RCB (10.00 L),RCB (10.00 L),RCB (10.00 L),MI (10.00 L),MI (10.00 L),MI (10.00 L),--,--,--,268,26,4.76,43,43.47,263,23.79,329,--,--,188,37,5.29,43.03,184,23.25,233
Rajasthan Royals,Adam Milne,34.00,New Zealand,Bowler (Pace),2.4,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,77,77,6,35,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (2.40 Cr),--,--,--,CSK (1.90 Cr),MI (3.20 Cr),--,MI (75.00 L),--,RCB (70.00 L),RCB (70.00 L),RCB (70.00 L),--,--,--,--,--,--,--,67,28,7.79,108,92.85,65,27.37,72,--,--,11,25,6.25,80.65,11,52.57,7
Rajasthan Royals,Aman Rao,22.00,India,Batter,0.3,Indian,Uncapped,NA,NA,RHB,72,81,0,0,3,65,No,No,Yes,No,35,yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Rajasthan Royals,Brijesh Sharma,27.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,78,82,4,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,2,0,2,50,13,32.14,14,--,--,13,2,0,50,13,32.14,14
Rajasthan Royals,Dhruv Jurel,25.00,India,Wicketkeeper-Batter,14,Indian,Capped,NA,NA,RHB,86,89,0,0,8,80,Yes,No,Yes,No,74,No,no,TRUE,FALSE,TRUE,TRUE,TRUE,,RR (14.00 Cr),RR (14.00 Cr),RR (20.00 L),RR (20.00 L),RR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,54,29.93,1207,153.19,0,0,0,0,0,57,1195,31.45,154.2,--,--,--
Rajasthan Royals,Donovan Ferreira,27.00,South Africa,Batter,1,Overseas,Capped,Spinner,Right Handed Bowler,RHB,78,84,71,74,7,85,No,Yes,Yes,No,65,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,RR (1.00 Cr),DC (75.00 L),RR (50.00 L),RR (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,31,22.96,566,164.4,10,64.67,3,--,--,18,326,27.17,170.69,3,41,1
Rajasthan Royals,Jofra Archer,31.00,England,Bowler (Pace),12.5,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,91,91,9,35,No,No,No,No,70,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (12.50 Cr),RR (12.50 Cr),--,MI (8.00 Cr),MI (8.00 Cr),RR (7.20 Cr),RR (7.20 Cr),RR (7.20 Cr),RR (7.20 Cr),--,--,--,--,--,--,--,--,--,--,114,61,12.84,450,145.64,114,25.2,142,--,--,68,326,13.04,144.89,68,25.73,84
Rajasthan Royals,Kuldeep Sen,29.00,India,Bowler (Pace),0.75,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,75,78,7,25,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (75.00 L),PBKS (80.00 L),RR (20.00 L),RR (20.00 L),RR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,1,0,0,0,12,27.64,14,--,--,12,0,0,0,12,27.64,14
Rajasthan Royals,Kwena Maphaka,20.00,South Africa,Bowler (Pace),1.5,Overseas,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,74,89,7,25,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (1.50 Cr),RR (1.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,7,8.14,27,174.23,21,34.45,20,--,--,4,8,0,400,4,71.5,2
Rajasthan Royals,Lhuan-dre Pretorius,20.00,South Africa,Wicketkeeper-Batter,0.3,Overseas,Uncapped,NA,NA,LHB,76,90,0,0,4,85,Yes,No,Yes,No,70,No,no,FALSE,TRUE,FALSE,FALSE,FALSE,,RR (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,15,13.87,208,126.67,0,0,0,0,0,2,7,3.5,87.5,--,--,--
Rajasthan Royals,Nandre Burger,30.00,South Africa,Bowler (Pace),3.5,Overseas,Capped,Pacer,Left Handed Bowler,LHB,0,0,80,82,7,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (3.50 Cr),--,RR (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,6,9.5,24,110.59,26,30.52,27,--,--,18,14,14,155.56,18,27.86,21
Rajasthan Royals,Ravi Bishnoi,25.00,India,Bowler (Spinner),7.2,Indian,Capped,Spinner,Right Handed Bowler,RHB,0,0,83,88,8,25,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (7.20 Cr),LSG (11.00 Cr),LSG (4.00 Cr),LSG (4.00 Cr),LSG (4.00 Cr),PBKS (2.00 Cr),KXIP (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,132,34,6.03,110,100.54,130,25.87,147,--,--,86,45,3.75,65.22,85,30.05,83
Rajasthan Royals,Ravi Singh,25.00,India,Wicketkeeper-Batter,0.95,Indian,Uncapped,NA,NA,LHB,75,80,0,0,4,85,Yes,No,Yes,No,42,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,RR (95.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,4,4,200,0,0,0,--,--,1,4,4,200,--,--,--
Rajasthan Royals,Ravindra Jadeja,37.00,India,All-Rounder,14,Indian,Capped,Spinner,Left Handed Bowler,LHB,80,80,83,83,9,80,No,No,yes,Yes,80,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,RR (14.00 Cr),CSK (18.00 Cr),CSK (16.00 Cr),CSK (16.00 Cr),CSK (16.00 Cr),CSK (7.00 Cr),CSK (7.00 Cr),CSK (7.00 Cr),CSK (7.00 Cr),GL (9.50 Cr),GL (5.50 Cr),CSK (7.50 Cr),CSK (7.50 Cr),CSK (10.64 Cr),CSK (9.72 Cr),KTK (4.29 Cr),--,RR (24.34 L),RR (12.00 L),342,250,27.88,4041,130.16,308,30.24,234,--,--,268,3526,29.14,130.6,237,30.36,180
Rajasthan Royals,Riyan Parag,24.00,India,All-Rounder,14,Indian,Capped,Spinner,Right Handed Bowler,RHB,80,87,68,72,8,85,No,No,yes,No,81,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,RR (14.00 Cr),RR (14.00 Cr),RR (3.80 Cr),RR (3.80 Cr),RR (3.80 Cr),RR (20.00 L),RR (20.00 L),RR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,106,92,25.16,1981,144.62,39,46,13,--,--,97,1875,25.68,144.24,34,57.22,9
Rajasthan Royals,Sam Curran,28.00,England,All-Rounder,2.4,Overseas,Capped,Pacer,Left Handed Bowler,LHB,81,83,82,85,8,85,No,No,no,No,80,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,RR (2.40 Cr),CSK (2.40 Cr),PBKS (18.50 Cr),PBKS (18.50 Cr),--,CSK (5.50 Cr),CSK (5.50 Cr),KXIP (7.20 Cr),--,--,--,--,--,--,--,--,--,--,--,141,103,22.58,1700,132.95,136,30.53,129,--,--,64,997,24.93,136.39,63,34.46,59
Rajasthan Royals,Sandeep Sharma,33.00,India,Bowler (Pace),4,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,79,79,6,30,No,No,No,No,74,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (4.00 Cr),RR (4.00 Cr),RR (50.00 L),--,PBKS (50.00 L),SRH (3.00 Cr),SRH (3.00 Cr),SRH (3.00 Cr),SRH (3.00 Cr),KXIP (85.00 L),--,KXIP (85.00 L),KXIP (85.00 L),KXIP (10.00 L),--,--,--,--,--,144,29,9.66,61,80.33,144,28.73,152,--,--,142,60,10,80,142,28.44,151
Rajasthan Royals,Shimron Hetmyer,29.00,West Indies,Batter,11,Overseas,Capped,NA,NA,LHB,81,81,0,0,8,85,No,No,Yes,Yes,74,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,RR (11.00 Cr),RR (11.00 Cr),RR (8.50 Cr),RR (8.50 Cr),RR (8.50 Cr),DC (7.75 Cr),DC (7.75 Cr),RCB (4.20 Cr),--,--,--,--,--,--,--,--,--,--,--,179,161,26.12,3238,144.69,0,0,0,--,--,94,1560,27.37,149.29,--,--,--
Rajasthan Royals,Shubham Dubey,31.00,India,Batter,5.8,Indian,Uncapped,NA,NA,LHB,74,78,0,0,6,85,No,No,Yes,Yes,60,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,RR (80.00 L),RR (80.00 L),RR (5.80 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,17,22,220,153.85,0,0,0,--,--,20,220,22,153.85,--,--,--
Rajasthan Royals,Sushant Mishra,25.00,India,Bowler (Pace),0.9,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,71,79,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (90.00 L),--,GT (2.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,1,0,1,33.34,2,33.5,2,--,--,2,1,0,33.34,2,33.5,2
Rajasthan Royals,Tushar Deshpande,31.00,India,Bowler (Pace),6.5,Indian,Capped,Pacer,Right Handed Bowler,LHB,0,0,80,81,7,35,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (6.50 Cr),RR (6.50 Cr),CSK (20.00 L),CSK (20.00 L),CSK (20.00 L),--,DC (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,55,10,13.5,54,150,55,33.58,57,--,--,53,54,13.5,150,53,33.78,55
Rajasthan Royals,Vaibhav Suryavanshi,15.00,India,Batter,1.1,Indian,Capped,NA,NA,LHB,90,97,43,43,7,82,No,No,Yes,No,45,Yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (1.10 Cr),RR (1.10 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,24,43.42,1042,227.76,0,0,0,--,--,23,1028,44.7,228.96,--,--,--
Rajasthan Royals,Vignesh Puthur,25.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,0,0,77,83,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (30.00 L),MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,0,0,0,0,5,18.17,6,--,--,5,0,0,0,5,18.17,6
Rajasthan Royals,Yash Raj Punja,22.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,73,79,5,50,No,No,no,No,45,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,0,0,0,0,8,31,9,--,--,8,0,0,0,8,31,9
Rajasthan Royals,Yashasvi Jaiswal,24.00,India,Batter,18,Indian,Capped,NA,NA,LHB,87,92,51,51,9,92,No,No,Yes,No,80,Yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (18.00 Cr),RR (18.00 Cr),RR (4.00 Cr),RR (4.00 Cr),RR (4.00 Cr),RR (2.40 Cr),RR (2.40 Cr),--,--,--,--,--,--,--,--,--,--,--,--,105,104,34.2,3316,155.31,2,0,0,--,--,82,2593,33.68,152.8,1,--,0
Rajasthan Royals,Yudhvir Singh,28.00,India,All-Rounder,0.35,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,68,75,70,76,3,75,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RR (35.00 L),RR (35.00 L),LSG (20.00 L),LSG (20.00 L),--,MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,9,4,5.5,22,137.5,9,31.63,8,--,--,9,22,5.5,137.5,9,31.63,8
Royal Challengers Bengaluru,Abhinandan Singh,29.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,73,77,3,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (30.00 L),RCB (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0,0,0,0,3,40.67,3,--,--,3,0,0,0,3,40.67,3
Royal Challengers Bengaluru,Bhuvneshwar Kumar,36.00,India,Bowler (Pace),10.75,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,86,86,8,30,No,No,No,No,75,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (10.75 Cr),RCB (10.75 Cr),SRH (4.20 Cr),SRH (4.20 Cr),SRH (4.20 Cr),SRH (8.50 Cr),SRH (8.50 Cr),SRH (8.50 Cr),SRH (8.50 Cr),SRH (4.25 Cr),SRH (4.25 Cr),SRH (4.25 Cr),SRH (4.25 Cr),PWI (20.00 L),PWI (20.00 L),PWI (20.00 L),RCB (6.00 L),--,--,293,99,9.12,421,90.3,292,25.29,316,--,--,206,354,9.32,93.9,206,26.16,226
Royal Challengers Bengaluru,Devdutt Padikkal,25.00,India,Batter,2,Indian,Capped,NA,NA,LHB,81,86,0,0,8,80,No,No,Yes,No,68,No,no,TRUE,TRUE,FALSE,FALSE,FALSE,,RCB (2.00 Cr),RCB (2.00 Cr),LSG (7.75 Cr),RR (7.75 Cr),RR (7.75 Cr),RCB (20.00 L),RCB (20.00 L),RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,92,91,26.54,2308,132.59,0,0,0,--,--,90,2270,26.71,133.14,--,--,--
Royal Challengers Bengaluru,Jacob Bethell,22.00,England,All-Rounder,2.6,Overseas,Capped,Spinner,Left Handed Bowler,LHB,73,91,73,77,8,82,No,No,yes,No,70,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,RCB (2.60 Cr),RCB (2.60 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,39,28.96,936,149.41,6,16.88,8,--,--,9,163,18.11,140.52,--,--,--
Royal Challengers Bengaluru,Jacob Duffy,31.00,New Zealand,Bowler (Pace),2,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,81,6,20,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,12,8,40,97.57,52,21.4,71,--,--,6,0,0,0,6,29.22,9
Royal Challengers Bengaluru,Jitesh Sharma,32.00,India,Wicketkeeper-Batter,11,Indian,Capped,NA,NA,RHB,80,80,0,0,9,80,Yes,No,Yes,Yes,79,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,RCB (11.00 Cr),RCB (11.00 Cr),PBKS (20.00 L),PBKS (20.00 L),PBKS (20.00 L),--,--,--,--,MI (10.00 L),MI (10.00 L),--,--,--,--,--,--,--,--,87,71,22.2,1269,152.34,0,0,0,--,--,71,1107,23.06,152.48,--,--,--
Royal Challengers Bengaluru,Jordan Cox,25.00,England,Wicketkeeper-Batter,0.75,Overseas,Uncapped,NA,NA,RHB,77,84,0,0,4,88,Yes,No,Yes,No,42,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,RCB (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,22,88,131.35,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Josh Hazlewood,35.00,Australia,Bowler (Pace),12.5,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,86,86,8,35,No,No,No,No,75,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (12.50 Cr),RCB (12.50 Cr),--,RCB (7.75 Cr),RCB (7.75 Cr),CSK (2.00 Cr),CSK (2.00 Cr),--,--,--,--,MI (50.00 L),MI (50.00 L),--,--,--,--,--,--,112,20,13.4,48,87.65,111,22.32,151,--,--,52,19,19,63.34,52,23.47,72
