Team,Player Name,IPL 2025 Team and Salary,Nationality,Age,IPL 2026 Salary (Cr),Overseas Status,Status,Primary Role,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Can they keep wickets?,Are they a part time wicketkeeper?,Opener?,Finisher?,Captaincy,Batting Aggression (1-99),hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary)
Punjab Kings,Lockie Ferguson,PBKS (2.00 Cr),New Zealand,35,2.00,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,80,80,8,No,No,No,No,70.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (2.00 Cr),PBKS (2.00 Cr),RCB (2.00 Cr),KKR (10.00 Cr),GT (10.00 Cr),KKR (1.60 Cr),KKR (1.60 Cr),KKR (1.60 Cr),--,RPSG (50.00 L),--,--,--,--,--,--,--,--,--
Punjab Kings,Marcus Stoinis,PBKS (11.00 Cr),Australia,36,11.00,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,82,82,75,75,8,No,No,No,Yes,75.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,PBKS (11.00 Cr),PBKS (11.00 Cr),LSG (9.20 Cr),LSG (9.20 Cr),LSG (9.20 Cr),DC (4.80 Cr),DC (4.80 Cr),RCB (6.20 Cr),KXIP (6.20 Cr),KXIP (55.00 L),KXIP (55.00 L),DD (25.00 L),--,--,--,--,--,--,--
Punjab Kings,Marco Jansen,PBKS (7.00 Cr),South Africa,26,7.00,Overseas,Capped,All-Rounder,Pacer,Left Handed Bowler,LHB,73,77,85,88,8,No,No,No,No,45.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,PBKS (7.00 Cr),PBKS (7.00 Cr),SRH (4.20 Cr),SRH (4.20 Cr),SRH (4.20 Cr),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Shashank Singh,PBKS (5.50 Cr),India,34,5.50,Indian,Uncapped,Batter,Pacer,Right Handed Bowler,RHB,84,84,0,0,7,No,No,No,Yes,55.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,PBKS (5.50 Cr),PBKS (5.50 Cr),PBKS (20.00 L),--,SRH (20.00 L),--,RR (30.00 L),RR (30.00 L),--,DD (10.00 L),--,--,--,--,--,--,--,--,--
Punjab Kings,Prabhsimran Singh,PBKS (4.00 Cr),India,25,4.00,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,84,90,0,0,8,Yes,No,Yes,No,60.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,PBKS (4.00 Cr),PBKS (4.00 Cr),PBKS (60.00 L),PBKS (60.00 L),PBKS (60.00 L),PBKS (55.00 L),KXIP (55.00 L),KXIP (4.80 Cr),--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Nehal Wadhera,PBKS (4.20 Cr),India,25,4.20,Indian,Uncapped,Batter,Spinner,Right Handed Bowler,LHB,78,84,75,77,6,No,No,No,No,65.00,78.00,FALSE,TRUE,TRUE,TRUE,FALSE,PBKS (4.20 Cr),PBKS (4.20 Cr),MI (20.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Harpreet Brar,PBKS (1.50 Cr),India,30,1.50,Indian,Uncapped,Bowler (Spinner),Spinner,Left Handed Bowler,LHB,0,0,78,79,6,No,No,No,No,48.00,75.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (1.50 Cr),PBKS (1.50 Cr),PBKS (3.80 Cr),PBKS (3.80 Cr),PBKS (3.80 Cr),PBKS (20.00 L),KXIP (20.00 L),KXIP (20.00 L),--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Xavier Bartlett,PBKS (0.80 Cr),Australia,27,0.80,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,80,84,7,No,No,No,No,45.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (80.00 L),PBKS (80.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Priyansh Arya,PBKS (3.80 Cr),India,25,3.80,Indian,Uncapped,Batter,NA,NA,LHB,85,90,0,0,5,No,No,Yes,No,45.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,PBKS (3.80 Cr),PBKS (3.80 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Azmatullah Omarzai,PBKS (2.40 Cr),Afghanistan,26,2.40,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,73,79,78,82,8,No,No,No,No,72.00,85.00,FALSE,TRUE,TRUE,TRUE,TRUE,PBKS (2.40 Cr),PBKS (2.40 Cr),GT (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Vijaykumar Vyshak,PBKS (1.80 Cr),India,29,1.80,Indian,Uncapped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,77,78,5,No,No,No,No,55.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (1.80 Cr),PBKS (1.80 Cr),RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Yash Thakur,PBKS (1.60 Cr),India,27,1.60,Indian,Uncapped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,76,81,5,No,No,No,No,55.00,30.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (1.60 Cr),PBKS (1.60 Cr),LSG (45.00 L),LSG (45.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Ben Dwarshuis,Unsold,Australia,32,4.40,Overseas,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,78,78,6,No,No,No,No,65.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (4.40 Cr),--,--,--,--,--,--,--,KXIP (1.40 Cr),--,--,--,--,--,--,--,--,--,--
Punjab Kings,Cooper Connolly,Unsold,Australia,22,3.00,Overseas,Capped,All-Rounder,Spinner,Left Handed Bowler,LHB,80,88,72,79,8,No,No,No,No,72.00,82.00,FALSE,TRUE,TRUE,TRUE,TRUE,PBKS (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Musheer Khan,PBKS (0.30 Cr),India,21,0.30,Indian,Uncapped,All-Rounder,Spinner,Left Handed Bowler,LHB,73,84,72,82,4,No,No,Yes,No,42.00,75.00,TRUE,FALSE,FALSE,FALSE,FALSE,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Vishnu Vinod,PBKS (0.95 Cr),India,32,0.95,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,73,74,0,0,4,Yes,No,No,No,48.00,85.00,TRUE,TRUE,TRUE,TRUE,FALSE,PBKS (95.00 L),PBKS (95.00 L),MI (20.00 L),MI (20.00 L),SRH (50.00 L),DC (20.00 L),--,--,--,RCB (ⓘ),--,--,--,--,--,--,--,--,--
Punjab Kings,Pravin Dubey,Delhi Capitals (0.50 Cr),India,32,0.30,Indian,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,73,75,4,No,No,No,No,55.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (30.00 L),PBKS (30.00 L),DC (50.00 L),DC (50.00 L),DC (50.00 L),DC (20.00 L),--,--,--,RCB (10.00 L),RCB (35.00 L),--,--,--,--,--,--,--,--
Punjab Kings,Harnoor Singh,PBKS (0.30 Cr),India,23,0.30,Indian,Uncapped,Batter,NA,NA,LHB,71,81,0,0,3,No,No,Yes,No,45.00,75.00,TRUE,FALSE,FALSE,FALSE,FALSE,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Suryansh Shedge,PBKS (0.30 Cr),India,23,0.30,Indian,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,79,86,68,77,3,No,No,No,No,48.00,85.00,FALSE,TRUE,TRUE,TRUE,TRUE,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Mitchell Owen,PBKS (3.00 Cr),Australia,24,3.00,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,78,82,68,74,5,No,No,No,No,40.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,PBKS (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Pyla Avinash,PBKS (0.30 Cr),India,25,0.30,Indian,Uncapped,Batter,NA,Right Handed Bowler,RHB,68,77,0,0,3,No,No,No,No,45.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,PBKS (30.00 L),PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Punjab Kings,Vishal Nishad,Unsold,India,21,0.30,Indian,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,65,78,3,No,No,No,No,38.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,PBKS (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Ruturaj Gaikwad,CSK (18.00 Cr),India,29,18.00,Indian,Capped,Batter,NA,NA,RHB,83,87,0,0,9,No,No,Yes,No,80.00,75.00,TRUE,FALSE,FALSE,FALSE,FALSE,CSK (18.00 Cr),CSK (18.00 Cr),CSK (6.00 Cr),CSK (6.00 Cr),CSK (6.00 Cr),CSK (20.00 L),CSK (20.00 L),CSK (20.00 L),--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Sanju Samson,RR (18.00 Cr),India,31,18.00,Indian,Capped,Wicketkeeper-Batter,NA,NA,RHB,89,89,0,0,9,Yes,No,Yes,No,85.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,CSK (18.00 Cr),RR (18.00 Cr),RR (14.00 Cr),RR (14.00 Cr),RR (14.00 Cr),RR (8.00 Cr),RR (8.00 Cr),RR (8.00 Cr),RR (8.00 Cr),DD (4.20 Cr),DD (4.20 Cr),RR (5.50 Cr),RR (5.50 Cr),RR (10.00 L),KKR (8.00 L),--,--,--,--
Chennai Super Kings,Noor Ahmad,CSK (10.00 Cr),Afghanistan,21,10.00,Overseas,Capped,Bowler (Spinner),Spinner,Left Handed Bowler,RHB,0,0,84,90,8,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (10.00 Cr),CSK (10.00 Cr),GT (30.00 L),GT (30.00 L),GT (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Shivam Dube,CSK (12.00 Cr),India,32,12.00,Indian,Capped,All-Rounder,Pacer,Right Handed Bowler,LHB,85,85,72,73,8,No,No,No,Yes,75.00,85.00,FALSE,TRUE,TRUE,TRUE,FALSE,CSK (12.00 Cr),CSK (12.00 Cr),CSK (4.00 Cr),CSK (4.00 Cr),CSK (4.00 Cr),RR (4.40 Cr),RCB (5.00 Cr),RCB (5.00 Cr),--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Rahul Chahar,SRH (3.20 Cr),India,26,5.20,Indian,Capped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,83,85,8,No,No,No,No,65.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (5.20 Cr),SRH (3.20 Cr),PBKS (5.25 Cr),PBKS (5.25 Cr),PBKS (5.25 Cr),MI (1.90 Cr),MI (1.90 Cr),MI (1.90 Cr),MI (1.90 Cr),RPSG (10.00 L),--,--,--,--,--,--,--,--,--
Chennai Super Kings,Nathan Ellis,CSK (1.50 Cr),Australia,31,1.50,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,82,82,7,No,No,No,No,78.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (2.00 Cr),CSK (2.00 Cr),PBKS (75.00 L),PBKS (75.00 L),PBKS (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,MS Dhoni,CSK (4.00 Cr),India,44,4.00,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,77,77,0,0,10,Yes,No,No,Yes,99.00,85.00,FALSE,FALSE,FALSE,TRUE,TRUE,CSK (4.00 Cr),CSK (4.00 Cr),CSK (12.00 Cr),CSK (12.00 Cr),CSK (12.00 Cr),CSK (15.00 Cr),CSK (15.00 Cr),CSK (15.00 Cr),CSK (15.00 Cr),RPSG (12.50 Cr),RPSG (12.50 Cr),CSK (12.50 Cr),CSK (12.50 Cr),CSK (9.57 Cr),CSK (8.74 Cr),CSK (8.14 Cr),CSK (6.86 Cr),CSK (7.30 Cr),CSK (6.01 Cr)
Chennai Super Kings,Matt Henry,Unsold,New Zealand,34,2.00,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,81,81,7,No,No,No,No,65.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (2.00 Cr),--,--,--,--,--,--,--,--,KXIP (50.00 L),--,CSK (30.00 L),CSK (30.00 L),--,--,--,--,--,--
Chennai Super Kings,Akeal Hosein,SRH (1.00 Cr),West Indies,32,2.00,Overseas,Capped,Bowler (Spinner),Spinner,Left Handed Bowler,LHB,67,67,81,81,8,No,No,No,No,78.00,65.00,FALSE,TRUE,TRUE,TRUE,FALSE,CSK (2.00 Cr),--,--,SRH (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Matthew Short,CSK (1.50 Cr),Australia,30,1.50,Overseas,Capped,All-Rounder,Spinner,Right Handed Bowler,LHB,79,80,72,73,8,No,No,Yes,No,72.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,CSK (1.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Sarfaraz Khan,Unsold,India,28,0.75,Indian,Capped,Batter,NA,NA,RHB,78,81,0,0,8,Yes,Yes,No,No,65.00,85.00,FALSE,TRUE,TRUE,TRUE,FALSE,CSK (75.00 L),--,--,DC (20.00 L),DC (20.00 L),PBKS (25.00 L),KXIP (25.00 L),KXIP (25.00 L),RCB (1.75 Cr),RCB (ⓘ),RCB (50.00 L),RCB (50.00 L),--,--,--,--,--,--,--
Chennai Super Kings,Anshul Kamboj,CSK (3.40 Cr),India,25,3.40,Indian,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,64,64,81,83,6,No,No,No,No,58.00,25.00,FALSE,TRUE,TRUE,TRUE,FALSE,CSK (3.40 Cr),CSK (3.40 Cr),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Akash Madhwal,RR (1.20 Cr),India,32,1.20,Indian,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,78,78,7,No,No,No,No,65.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Kartik Sharma,Unsold,India,19,14.20,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,77,88,0,0,7,Yes,No,No,No,35.00,85.00,TRUE,TRUE,TRUE,TRUE,FALSE,CSK (14.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Prashant Veer,CSK (14.20 Cr),India,20,14.20,Indian,Uncapped,All-Rounder,Spinner,Right Handed Bowler,LHB,76,84,75,84,4,No,No,No,No,35.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,CSK (14.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Dewald Brevis,CSK (2.20 Cr),South Africa,22,2.20,Overseas,Capped,Batter,Spinner,Right Handed Bowler,RHB,81,92,64,70,7,No,No,No,No,60.00,88.00,TRUE,TRUE,TRUE,FALSE,FALSE,CSK (2.20 Cr),--,MI (3.00 Cr),MI (3.00 Cr),MI (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Mukesh Choudhary,CSK (0.30 Cr),India,29,0.30,Indian,Uncapped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,77,79,6,No,No,No,No,55.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (30.00 L),CSK (30.00 L),CSK (20.00 L),CSK (20.00 L),CSK (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Shreyas Gopal,CSK (0.30 Cr),India,32,0.30,Indian,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,76,76,4,No,No,No,No,68.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (30.00 L),CSK (30.00 L),MI (20.00 L),--,SRH (75.00 L),RR (20.00 L),RR (20.00 L),RR (20.00 L),RR (20.00 L),MI (10.00 L),MI (10.00 L),MI (10.00 L),MI (10.00 L),--,--,--,--,--,--
Chennai Super Kings,Gurjapneet Singh,CSK (2.20 Cr),India,27,2.20,Indian,Uncapped,Bowler (Pace),Pacer,Left Handed Bowler,RHB,0,0,77,78,4,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (2.20 Cr),CSK (2.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Zak Foulkes,Unsold,New Zealand,23,0.75,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,72,75,78,83,6,No,No,No,No,70.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,CSK (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Urvil Patel,CSK (0.30 Cr),India,27,0.30,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,79,83,0,0,6,Yes,No,No,No,40.00,82.00,TRUE,TRUE,TRUE,TRUE,FALSE,CSK (30.00 L),--,--,GT (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Aman Hakim Khan,CSK (0.40 Cr),India,29,0.40,Indian,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,75,76,68,71,4,No,No,No,No,58.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,CSK (40.00 L),--,--,DC (20.00 L),KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Dian Forrester,CSK (1.50 Cr),South Africa,25,0.30,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,LHB,73,81,74,82,4,No,No,No,No,45.00,85.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Macneil Noronha,CSK (0.30 Cr),India,24,0.30,Indian,Uncapped,All-Rounder,Spinner,Right Handed Bower,RHB,71,80,68,74,4,No,No,No,No,45.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Kuldip Yadav,DC (13.25 Cr),India,29,0.30,Indian,Uncapped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,70,74,3,No,No,No,No,60.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Lucknow Super Giants,Kuldeep Yadav,DC (13.25 Cr),India,31,13.50,Indian,Capped,Bowler (Spinner),Spinner,Left Handed Bowler,LHB,0,0,88,88,9,No,No,No,No,75.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (13.25 Cr),DC (13.25 Cr),DC (2.00 Cr),DC (2.00 Cr),DC (2.00 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (40.00 L),KKR (40.00 L),KKR (40.00 L),KKR (40.00 L),--,MI,--,--,--,--
Delhi Capitals,Tristan Stubbs,DC (10.00 Cr),South Africa,25,10.00,Overseas,Capped,Batter,Spinner,Right Handed Bowler,RHB,83,87,61,61,8,Yes,Yes,No,Yes,75.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,DC (10.00 Cr),DC (10.00 Cr),DC (50.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,KL Rahul,DC (14.00 Cr),India,34,14.00,Indian,Capped,Wicketkeeper-Batter,NA,NA,RHB,88,88,0,0,9,Yes,No,Yes,No,81.00,88.00,TRUE,FALSE,FALSE,FALSE,FALSE,DC (14.00 Cr),DC (14.00 Cr),LSG (17.00 Cr),LSG (17.00 Cr),LSG (17.00 Cr),PBKS (11.00 Cr),KXIP (11.00 Cr),KXIP (11.00 Cr),KXIP (11.00 Cr),RCB (ⓘ),RCB (ⓘ),SRH (1.00 Cr),SRH (1.00 Cr),RCB (9.12 L),--,--,--,--,--
Delhi Capitals,Mitchell Starc,DC (11.75 Cr),Australia,36,11.75,Overseas,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,85,85,9,No,No,No,No,75.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (11.75 Cr),DC (11.75 Cr),KKR (24.75 Cr),--,--,--,--,--,KKR (9.40 Cr),RCB (5.00 Cr),RCB (ⓘ),RCB (5.00 Cr),RCB (5.00 Cr),--,--,--,--,--,--
Delhi Capitals,Axar Patel,DC (16.50 Cr),India,32,16.50,Indian,Capped,All-Rounder,Spinner,Left Handed Bowler,LHB,83,83,84,84,9,No,No,No,Yes,70.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,DC (16.50 Cr),DC (16.50 Cr),DC (9.00 Cr),DC (9.00 Cr),DC (9.00 Cr),DC (5.00 Cr),DC (5.00 Cr),DC (5.00 Cr),KXIP (6.75 Cr),KXIP (75.00 L),KXIP (75.00 L),KXIP (75.00 L),KXIP (75.00 L),MI (10.00 L),--,--,--,--,--
Delhi Capitals,David Miller,LSG (7.50 Cr),South Africa,37,2.00,Overseas,Capped,Batter,NA,NA,LHB,81,81,0,0,9,No,No,No,Yes,78.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,DC (2.00 Cr),LSG (7.50 Cr),GT (3.00 Cr),GT (3.00 Cr),GT (3.00 Cr),RR (75.00 L),RR (75.00 L),KXIP (3.00 Cr),KXIP (3.00 Cr),KXIP (12.50 Cr),KXIP (12.50 Cr),KXIP (12.50 Cr),--,KXIP (53.21 L),KXIP (48.61 L),KXIP (ⓘ),--,--,--
Delhi Capitals,T. Natarajan,DC (10.75 Cr),India,35,10.75,Indian,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,81,81,8,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (10.75 Cr),DC (10.75 Cr),SRH (4.00 Cr),SRH (4.00 Cr),SRH (4.00 Cr),SRH (40.00 L),SRH (40.00 L),SRH (40.00 L),SRH (40.00 L),KXIP (3.00 Cr),--,--,--,--,--,--,--,--,--
Delhi Capitals,Lungi Ngidi,RCB (1.00 Cr),South Africa,30,2.00,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,84,84,7,No,No,No,No,70.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (2.00 Cr),RCB (1.00 Cr),DC (50.00 L),DC (50.00 L),DC (50.00 L),CSK (50.00 L),CSK (50.00 L),CSK (50.00 L),CSK (50.00 L),--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Mukesh Kumar,DC (8.00 Cr),India,32,8.00,Indian,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,80,80,7,No,No,No,No,72.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (8.00 Cr),DC (8.00 Cr),DC (5.50 Cr),DC (5.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Pathum Nissanka,Unsold,Sri Lanka,28,4.00,Overseas,Capped,Batter,NA,NA,RHB,82,84,0,0,8,No,No,Yes,No,45.00,80.00,TRUE,FALSE,FALSE,FALSE,FALSE,DC (4.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Nitish Rana,RR (4.20 Cr),India,32,4.20,Indian,Capped,Batter,Spinner,Right Handed Bowler,LHB,78,78,67,67,7,No,No,No,No,78.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (4.20 Cr),RR (4.20 Cr),KKR (8.00 Cr),KKR (8.00 Cr),KKR (8.00 Cr),KKR (3.40 Cr),KKR (3.40 Cr),KKR (3.40 Cr),KKR (3.40 Cr),MI (10.00 L),MI (10.00 L),MI (10.00 L),--,--,--,--,--,--,--
Delhi Capitals,Kyle Jamieson,PBKS (2.00 Cr),New Zealand,31,2.00,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,67,68,79,81,8,No,No,No,No,65.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (2.00 Cr),--,--,CSK (1.00 Cr),--,RCB (15.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Prithvi Shaw,Unsold,India,26,0.75,Indian,Capped,Batter,NA,NA,RHB,76,77,0,0,6,No,No,Yes,No,78.00,80.00,TRUE,FALSE,FALSE,FALSE,FALSE,DC (75.00 L),--,DC (7.50 Cr),DC (7.50 Cr),DC (7.50 Cr),DC (1.20 Cr),DC (1.20 Cr),DC (1.20 Cr),DD (1.20 Cr),--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Ashutosh Sharma,DC (3.80 Cr),India,27,3.80,Indian,Uncapped,Batter,Pacer,Right Handed Bowler,RHB,80,83,70,72,6,No,No,No,Yes,62.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,DC (3.80 Cr),DC (3.80 Cr),PBKS (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Abishek Porel,DC (4.00 Cr),India,23,4.00,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,LHB,76,83,0,0,5,Yes,No,Yes,No,45.00,80.00,TRUE,FALSE,FALSE,FALSE,FALSE,DC (4.00 Cr),DC (4.00 Cr),DC (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Auqib Nabi,Unsold,India,29,8.40,Indian,Uncapped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,78,81,4,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (8.40 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Karun Nair,DC (0.50 Cr),India,34,0.50,Indian,Capped,Batter,NA,NA,RHB,77,77,0,0,7,No,No,No,No,75.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (50.00 L),DC (50.00 L),--,--,RR (1.40 Cr),KKR (50.00 L),KXIP (5.60 Cr),KXIP (5.60 Cr),KXIP (5.60 Cr),DD (4.00 Cr),DD (4.00 Cr),RR (75.00 L),RR (75.00 L),RCB,RCB,--,--,--,--
